X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
884;127;0.4606937;0.1181864;0.4276156;0.0302075;707.3;0.2356208;False;12/21/2025 10:50:56 PM:742;1766332256742;;
891;127;0.4645831;0.1181871;0.5165077;0.1182096;703.6;0.2359462;False;12/21/2025 10:50:56 PM:771;1766332256771;;
898;131;0.4679608;0.1213766;0.5171701;0.162911;699.9;0.2487571;False;12/21/2025 10:50:56 PM:802;1766332256802;;
903;133;0.4705431;0.1232219;0.5153108;0.1545448;696.6;0.2488151;False;12/21/2025 10:50:56 PM:837;1766332256837;;
926;130;0.4828039;0.1211551;0.530532;0.09456819;695.9;0.2321667;False;12/21/2025 10:50:57 PM:46;1766332257046;;
927;124;0.4828788;0.1150277;0.513367;0.03826247;695.3;0.2324933;False;12/21/2025 10:50:57 PM:80;1766332257080;;
927;333;0.4831286;0.3085321;0.4851106;0.5025044;698.9;0.2053832;False;12/21/2025 10:50:57 PM:169;1766332257169;;
927;389;0.4832488;0.3605648;0.5000817;0.530242;702.2;0.2043257;False;12/21/2025 10:50:57 PM:198;1766332257198;;
928;428;0.4833568;0.3972199;0.500074;0.5302622;705.2;0.2043059;False;12/21/2025 10:50:57 PM:230;1766332257230;;
728;428;0.3796785;0.3967506;0.2115919;0.3297848;706.9;0.1821058;False;12/21/2025 10:50:57 PM:264;1766332257264;;
732;289;0.3814321;0.2677329;0.4470876;0.09422285;705.8;0.2351734;False;12/21/2025 10:50:57 PM:407;1766332257407;;
736;286;0.3836664;0.2656925;0.4633304;0.1914731;704.9;0.2352498;False;12/21/2025 10:50:57 PM:439;1766332257439;;
765;235;0.3989482;0.2183108;0.4823979;0.09605428;698.9;0.2534706;False;12/21/2025 10:50:57 PM:593;1766332257593;;
739;284;0.3850833;0.263827;0.3352004;0.4124966;693.5;0.2517922;False;12/21/2025 10:50:57 PM:626;1766332257626;;
770;283;0.4010879;0.2627366;0.5116073;0.2406143;694.8;0.2453864;False;12/21/2025 10:50:57 PM:661;1766332257661;;
795;281;0.4144306;0.2609184;0.514335;0.1877582;695.9;0.2453831;False;12/21/2025 10:50:57 PM:698;1766332257698;;
813;279;0.4235627;0.2589011;0.5112514;0.1832704;693.4;0.2413791;False;12/21/2025 10:50:57 PM:736;1766332257736;;
839;300;0.4374004;0.2783159;0.516308;0.3368564;694.1;0.2249484;False;12/21/2025 10:50:57 PM:824;1766332257824;;
844;319;0.4400918;0.2958993;0.5095193;0.4000495;694.8;0.2236004;False;12/21/2025 10:50:57 PM:855;1766332257855;;
653;360;0.3402927;0.33345;0.1889116;0.4813271;696.6;0.2252513;False;12/21/2025 10:50:57 PM:890;1766332257890;;
601;395;0.3133633;0.3664666;0.2460282;0.5088499;698.3;0.2252683;False;12/21/2025 10:50:57 PM:923;1766332257923;;
738;490;0.384648;0.4537596;0.4979279;0.5598185;696.8;0.2387796;False;12/21/2025 10:50:58 PM:129;1766332258129;;
712;496;0.3711759;0.4600154;0.3241107;0.5348392;695.6;0.2375062;False;12/21/2025 10:50:58 PM:163;1766332258163;;
713;497;0.3715676;0.4607381;0.436465;0.495142;694.7;0.2237787;False;12/21/2025 10:50:58 PM:197;1766332258197;;
713;498;0.3718153;0.4613016;0.435976;0.4949699;693.8;0.2238088;False;12/21/2025 10:50:58 PM:231;1766332258231;;
824;469;0.4296457;0.4344461;0.5330642;0.3640723;694.8;0.2358404;False;12/21/2025 10:50:58 PM:372;1766332258372;;
853;373;0.4447335;0.3455287;0.5511888;0.1032381;695.6;0.2352112;False;12/21/2025 10:50:58 PM:404;1766332258404;;
818;401;0.4264662;0.3713593;0.3610428;0.519394;693.1;0.2234716;False;12/21/2025 10:50:58 PM:438;1766332258438;;
795;420;0.4143549;0.3896144;0.360847;0.5191519;690.9;0.2234835;False;12/21/2025 10:50:58 PM:471;1766332258471;;
690;418;0.3596472;0.3870809;0.2416508;0.3555364;690.2;0.242018;False;12/21/2025 10:50:58 PM:507;1766332258507;;
663;418;0.3454078;0.3870492;0.2910946;0.3858781;689.5;0.2419333;False;12/21/2025 10:50:58 PM:542;1766332258542;;
836;315;0.4358561;0.2919681;0.5059172;0.2129604;689.2;0.2211765;False;12/21/2025 10:51:00 PM:359;1766332260359;;
840;301;0.4376111;0.278917;0.5087109;0.1437867;688.9;0.221304;False;12/21/2025 10:51:00 PM:392;1766332260392;;
855;299;0.4456083;0.277352;0.5243174;0.2283165;690.0;0.231593;False;12/21/2025 10:51:00 PM:469;1766332260469;;
855;287;0.445666;0.2662986;0.5066994;0.1437891;691.0;0.2318173;False;12/21/2025 10:51:00 PM:503;1766332260503;;
857;278;0.4464321;0.2575763;0.5121699;0.1438064;693.2;0.2403336;False;12/21/2025 10:51:00 PM:538;1766332260538;;
858;270;0.4469175;0.2508725;0.5112578;0.1438046;695.2;0.2403221;False;12/21/2025 10:51:00 PM:573;1766332260573;;
865;444;0.4510336;0.4113038;0.4705159;0.551732;695.6;0.2217097;False;12/21/2025 10:51:00 PM:709;1766332260709;;
860;444;0.4483622;0.4112338;0.4283496;0.4102071;695.9;0.2218747;False;12/21/2025 10:51:00 PM:742;1766332260742;;
893;443;0.4655966;0.4103988;0.5208164;0.3674418;695.5;0.2390998;False;12/21/2025 10:51:01 PM:15;1766332261015;;
895;429;0.4665263;0.3980038;0.5146688;0.2794879;695.1;0.2391838;False;12/21/2025 10:51:01 PM:50;1766332261050;;
893;465;0.4655127;0.4312901;0.4566981;0.5574332;694.1;0.2226887;False;12/21/2025 10:51:01 PM:86;1766332261086;;
893;486;0.4653996;0.450171;0.46389;0.5469387;693.1;0.2227299;False;12/21/2025 10:51:01 PM:122;1766332261122;;
791;484;0.4123939;0.4481781;0.288978;0.3896884;692.7;0.2254256;False;12/21/2025 10:51:01 PM:156;1766332261156;;
751;506;0.391237;0.468701;0.3210198;0.5717501;700.4;0.2336928;False;12/21/2025 10:51:01 PM:191;1766332261191;;
733;517;0.382177;0.4791025;0.3366646;0.5561886;707.3;0.2337388;False;12/21/2025 10:51:01 PM:226;1766332261226;;
796;517;0.4150104;0.4790319;0.47548;0.4781723;703.1;0.2376816;False;12/21/2025 10:51:01 PM:669;1766332261669;;
808;517;0.4213148;0.4790327;0.4996594;0.4791633;699.4;0.2362472;False;12/21/2025 10:51:01 PM:700;1766332261700;;
816;517;0.4250852;0.4794971;0.4519432;0.4864281;697.4;0.2258899;False;12/21/2025 10:51:02 PM:340;1766332262340;;
808;519;0.4210457;0.4810987;0.3905851;0.5196941;695.7;0.2244124;False;12/21/2025 10:51:02 PM:372;1766332262372;;
557;518;0.2905478;0.4802023;0.2347459;0.4727902;696.8;0.2218082;False;12/21/2025 10:51:04 PM:270;1766332264270;;
640;527;0.33334;0.4885828;0.437671;0.563979;697.9;0.2220834;False;12/21/2025 10:51:04 PM:306;1766332264306;;
662;420;0.3448928;0.3894837;0.3634171;0.2826522;700.5;0.2202148;False;12/21/2025 10:51:04 PM:610;1766332264610;;
674;422;0.3515474;0.391618;0.4016247;0.4198705;702.9;0.2203385;False;12/21/2025 10:51:04 PM:641;1766332264641;;
691;417;0.3602559;0.3866068;0.4163094;0.3121956;702.7;0.222111;False;12/21/2025 10:51:04 PM:679;1766332264679;;
703;405;0.3663932;0.3758644;0.4175487;0.2695686;702.5;0.2222251;False;12/21/2025 10:51:04 PM:712;1766332264712;;
553;393;0.2884415;0.3641537;0.1368628;0.2544467;697.6;0.2133845;False;12/21/2025 10:51:04 PM:747;1766332264747;;
468;383;0.2437715;0.3553976;0.1367876;0.2544135;693.2;0.2133547;False;12/21/2025 10:51:04 PM:783;1766332264783;;
371;405;0.1936502;0.3753883;0.08561949;0.4736125;691.3;0.2422548;False;12/21/2025 10:51:04 PM:819;1766332264819;;
511;408;0.2662449;0.3785332;0.4341617;0.4117359;685.0;0.2381105;False;12/21/2025 10:51:04 PM:859;1766332264859;;
589;411;0.3068558;0.3807037;0.4341697;0.4117437;679.3;0.2381176;False;12/21/2025 10:51:04 PM:895;1766332264895;;
705;403;0.3673603;0.3737511;0.506942;0.2962858;670.4;0.2451039;False;12/21/2025 10:51:04 PM:932;1766332264932;;
768;397;0.4004611;0.3683864;0.5021554;0.2941198;662.3;0.2450285;False;12/21/2025 10:51:04 PM:967;1766332264967;;
761;436;0.3967612;0.403769;0.3454707;0.5486795;654.4;0.2352054;False;12/21/2025 10:51:05 PM:0;1766332265000;;
756;461;0.3938912;0.4275056;0.3450581;0.5486413;647.2;0.2350079;False;12/21/2025 10:51:05 PM:32;1766332265032;;
736;328;0.3837245;0.3040474;0.3066417;0.02948774;636.6;0.229295;False;12/21/2025 10:51:05 PM:66;1766332265066;;
744;326;0.3875229;0.3024678;0.4176494;0.2804859;629.5;0.2272739;False;12/21/2025 10:51:05 PM:99;1766332265099;;
747;320;0.3891166;0.2968775;0.4082792;0.2425521;623.0;0.2272831;False;12/21/2025 10:51:05 PM:134;1766332265134;;
735;360;0.3830681;0.3335169;0.3270051;0.4954019;613.5;0.2339571;False;12/21/2025 10:51:05 PM:169;1766332265169;;
727;385;0.3788166;0.3571465;0.3268839;0.4952911;605.0;0.2339254;False;12/21/2025 10:51:05 PM:203;1766332265203;;
724;360;0.3773466;0.3335481;0.3408566;0.2122559;591.4;0.2480328;False;12/21/2025 10:51:05 PM:237;1766332265237;;
722;342;0.3761831;0.3170466;0.3407427;0.2121771;579.1;0.2480316;False;12/21/2025 10:51:05 PM:270;1766332265270;;
722;353;0.3760824;0.327665;0.3557221;0.4177932;568.0;0.2502173;False;12/21/2025 10:51:05 PM:306;1766332265306;;
721;364;0.3758971;0.337936;0.3506337;0.4306819;558.0;0.2501842;False;12/21/2025 10:51:05 PM:340;1766332265340;;
721;371;0.3756839;0.3439171;0.3498825;0.4176887;547.9;0.2481355;False;12/21/2025 10:51:05 PM:377;1766332265377;;
719;370;0.3746095;0.3435173;0.3388381;0.3337604;536.8;0.2464446;False;12/21/2025 10:51:05 PM:412;1766332265412;;
717;370;0.3737592;0.3432006;0.3387552;0.3336201;526.8;0.2464351;False;12/21/2025 10:51:05 PM:446;1766332265446;;
717;414;0.3735314;0.3834373;0.3530656;0.5487121;516.5;0.2618485;False;12/21/2025 10:51:05 PM:483;1766332265483;;
716;441;0.373363;0.4091864;0.3529598;0.5487052;507.3;0.2617851;False;12/21/2025 10:51:05 PM:516;1766332265516;;
716;455;0.373269;0.4217885;0.3518157;0.5248076;498.3;0.247954;False;12/21/2025 10:51:05 PM:549;1766332265549;;
714;488;0.3723843;0.4526185;0.3379228;0.6073339;487.6;0.2548755;False;12/21/2025 10:51:05 PM:582;1766332265582;;
713;511;0.3716726;0.4739982;0.337775;0.6073107;478.0;0.2548222;False;12/21/2025 10:51:05 PM:614;1766332265614;;
653;517;0.3405176;0.4790826;0.2230905;0.5497714;469.8;0.2469435;False;12/21/2025 10:51:05 PM:649;1766332265649;;
613;521;0.3196363;0.4829984;0.2230735;0.5497727;462.4;0.2469399;False;12/21/2025 10:51:05 PM:683;1766332265683;;
562;521;0.2927616;0.4824658;0.1892618;0.4713639;455.4;0.2492589;False;12/21/2025 10:51:05 PM:719;1766332265719;;
530;515;0.2762454;0.4776911;0.1896531;0.423916;449.1;0.2492057;False;12/21/2025 10:51:05 PM:750;1766332265750;;
490;515;0.2552588;0.4777398;0.1629698;0.4922195;444.2;0.2532547;False;12/21/2025 10:51:05 PM:784;1766332265784;;
462;516;0.2409998;0.4777797;0.162929;0.4922372;439.8;0.2532523;False;12/21/2025 10:51:05 PM:818;1766332265818;;
458;446;0.2387954;0.4138069;0.2056293;0.2237598;436.5;0.242661;False;12/21/2025 10:51:05 PM:854;1766332265854;;
451;397;0.2352154;0.3680347;0.1918592;0.2078184;434.0;0.2536447;False;12/21/2025 10:51:05 PM:889;1766332265889;;
446;365;0.2325526;0.3385176;0.1918248;0.2078279;431.7;0.2536303;False;12/21/2025 10:51:05 PM:922;1766332265922;;
428;376;0.2230173;0.3483053;0.1535518;0.4473116;428.9;0.2506831;False;12/21/2025 10:51:05 PM:957;1766332265957;;
415;383;0.2162835;0.3553898;0.1534512;0.4473241;426.3;0.2506712;False;12/21/2025 10:51:05 PM:989;1766332265989;;
385;430;0.2005942;0.3983993;0.1148417;0.5805111;424.5;0.2499078;False;12/21/2025 10:51:06 PM:25;1766332266025;;
365;458;0.1902303;0.4248746;0.1142129;0.5786141;422.9;0.2499432;False;12/21/2025 10:51:06 PM:57;1766332266057;;
365;466;0.1901708;0.4321327;0.1887039;0.5180445;420.8;0.254626;False;12/21/2025 10:51:06 PM:94;1766332266094;;
364;466;0.1900342;0.4322614;0.1823769;0.4668639;419.2;0.2471585;False;12/21/2025 10:51:06 PM:127;1766332266127;;
364;466;0.19001;0.4322925;0.1763061;0.4650629;417.8;0.2470647;False;12/21/2025 10:51:06 PM:162;1766332266162;;
363;485;0.18916;0.4495611;0.1617887;0.5750063;416.1;0.2532234;False;12/21/2025 10:51:06 PM:199;1766332266199;;
361;498;0.188508;0.4614971;0.1615594;0.5750555;414.5;0.2532396;False;12/21/2025 10:51:06 PM:231;1766332266231;;
361;498;0.1883563;0.4613838;0.1776537;0.4591221;413.3;0.2520738;False;12/21/2025 10:51:06 PM:266;1766332266266;;
361;498;0.1882324;0.4612939;0.177693;0.4591111;412.2;0.2520708;False;12/21/2025 10:51:06 PM:300;1766332266300;;
334;470;0.1742985;0.4354278;0.09863187;0.3222007;410.5;0.2404699;False;12/21/2025 10:51:06 PM:342;1766332266342;;
303;471;0.1582162;0.4365886;0.07550534;0.4755825;410.0;0.2449703;False;12/21/2025 10:51:06 PM:380;1766332266380;;
289;494;0.1505322;0.4576922;0.0887439;0.5843827;408.8;0.2448596;False;12/21/2025 10:51:06 PM:417;1766332266417;;
278;502;0.1452794;0.4656184;0.08666411;0.5583907;407.8;0.2447822;False;12/21/2025 10:51:06 PM:449;1766332266449;;
267;502;0.1391726;0.4649303;0.08040256;0.4526719;407.7;0.2368907;False;12/21/2025 10:51:06 PM:488;1766332266488;;
260;500;0.1357645;0.463709;0.08333381;0.4403251;407.7;0.2369304;False;12/21/2025 10:51:06 PM:520;1766332266520;;
259;457;0.1351306;0.4239748;0.1019945;0.2733024;408.3;0.249186;False;12/21/2025 10:51:06 PM:557;1766332266557;;
258;432;0.1346871;0.4002517;0.1020007;0.2732884;408.8;0.2492038;False;12/21/2025 10:51:06 PM:589;1766332266589;;
256;425;0.1334123;0.3937589;0.09285688;0.3287438;409.0;0.2427238;False;12/21/2025 10:51:06 PM:623;1766332266623;;
255;350;0.1330183;0.3247762;0.116171;0.1157583;410.4;0.2526892;False;12/21/2025 10:51:06 PM:655;1766332266655;;
254;321;0.1327007;0.2974174;0.1020186;0.16755;411.6;0.2526935;False;12/21/2025 10:51:06 PM:689;1766332266689;;
249;378;0.1297753;0.3505562;0.08040667;0.5377181;410.6;0.2506305;False;12/21/2025 10:51:06 PM:726;1766332266726;;
246;430;0.1284144;0.3990658;0.08564963;0.586359;409.6;0.2506301;False;12/21/2025 10:51:06 PM:758;1766332266758;;
245;411;0.1279033;0.3807112;0.09186264;0.2638624;410.2;0.2456455;False;12/21/2025 10:51:06 PM:791;1766332266791;;
244;395;0.1274371;0.3661357;0.09178682;0.2638538;410.8;0.2456178;False;12/21/2025 10:51:06 PM:827;1766332266827;;
242;395;0.1262045;0.3664663;0.08280168;0.3781159;410.8;0.246243;False;12/21/2025 10:51:06 PM:861;1766332266861;;
240;397;0.1253644;0.3681454;0.08462445;0.4005053;411.5;0.2404584;False;12/21/2025 10:51:06 PM:896;1766332266896;;
239;398;0.124705;0.3694307;0.08462624;0.4005066;412.1;0.240459;False;12/21/2025 10:51:06 PM:930;1766332266930;;
238;366;0.1241403;0.3396879;0.1126693;0.2020462;412.9;0.24483;False;12/21/2025 10:51:06 PM:966;1766332266966;;
237;346;0.1237461;0.3211013;0.1126646;0.2020384;413.6;0.2448136;False;12/21/2025 10:51:06 PM:998;1766332266998;;
237;274;0.1239355;0.2543207;0.1269012;0.05138212;414.5;0.2408631;False;12/21/2025 10:51:07 PM:34;1766332267034;;
238;229;0.1240783;0.2123544;0.1269003;0.05138244;415.3;0.2408632;False;12/21/2025 10:51:07 PM:68;1766332267068;;
236;242;0.1234157;0.2247214;0.09599461;0.3298921;416.4;0.2396194;False;12/21/2025 10:51:07 PM:101;1766332267101;;
236;243;0.1231618;0.2253471;0.1003544;0.2616409;416.9;0.2370531;False;12/21/2025 10:51:07 PM:136;1766332267136;;
236;243;0.1230611;0.2254323;0.1022791;0.2467187;417.3;0.237019;False;12/21/2025 10:51:07 PM:168;1766332267168;;
233;348;0.1216899;0.3231274;0.08637958;0.5714197;417.5;0.2469387;False;12/21/2025 10:51:07 PM:204;1766332267204;;
231;411;0.1206514;0.3813684;0.08636981;0.5714226;417.7;0.2469275;False;12/21/2025 10:51:07 PM:236;1766332267236;;
230;452;0.1198349;0.4190914;0.08691952;0.5662909;417.6;0.2426356;False;12/21/2025 10:51:07 PM:270;1766332267270;;
228;482;0.1191001;0.4471409;0.08691882;0.5662915;417.5;0.2426333;False;12/21/2025 10:51:07 PM:309;1766332267309;;
228;475;0.1188093;0.4401088;0.0899416;0.355749;416.2;0.2443772;False;12/21/2025 10:51:07 PM:343;1766332267343;;
225;475;0.1173262;0.4399299;0.07741342;0.4193106;416.3;0.2476834;False;12/21/2025 10:51:07 PM:380;1766332267380;;
223;474;0.1161633;0.4397858;0.07741122;0.4193112;416.5;0.2476828;False;12/21/2025 10:51:07 PM:417;1766332267417;;
220;502;0.1149267;0.465481;0.07426434;0.5875611;417.7;0.2405648;False;12/21/2025 10:51:07 PM:452;1766332267452;;
217;517;0.1131202;0.4790623;0.06711113;0.5709064;418.7;0.2405702;False;12/21/2025 10:51:07 PM:485;1766332267485;;
212;506;0.1108931;0.4692084;0.06288368;0.3822991;417.6;0.2418633;False;12/21/2025 10:51:07 PM:523;1766332267523;;
212;505;0.1108529;0.4684926;0.07911954;0.4342676;418.4;0.2338359;False;12/21/2025 10:51:07 PM:559;1766332267559;;
212;495;0.1104853;0.4584732;0.08599771;0.3596618;419.0;0.2337379;False;12/21/2025 10:51:07 PM:591;1766332267591;;
211;486;0.1103641;0.45062;0.07818983;0.3582381;421.2;0.2349757;False;12/21/2025 10:51:07 PM:623;1766332267623;;
211;479;0.1102558;0.4442262;0.07816887;0.3582447;423.2;0.2349537;False;12/21/2025 10:51:07 PM:657;1766332267657;;
213;380;0.111321;0.3522583;0.1228105;0.1025286;421.1;0.2389237;False;12/21/2025 10:51:07 PM:692;1766332267692;;
214;319;0.1119697;0.2961718;0.1209662;0.1069966;419.2;0.2388569;False;12/21/2025 10:51:07 PM:725;1766332267725;;
215;294;0.112038;0.272958;0.113586;0.1520642;420.7;0.2375174;False;12/21/2025 10:51:07 PM:760;1766332267760;;
214;298;0.111784;0.2762698;0.09120684;0.3313958;421.8;0.2320901;False;12/21/2025 10:51:07 PM:794;1766332267794;;
214;297;0.1117392;0.2755886;0.09706534;0.2581849;422.8;0.2320743;False;12/21/2025 10:51:07 PM:828;1766332267828;;
213;307;0.1112743;0.2842781;0.08703502;0.370286;423.3;0.2320672;False;12/21/2025 10:51:07 PM:862;1766332267862;;
212;314;0.1108922;0.2909545;0.08703392;0.3702822;423.7;0.2320608;False;12/21/2025 10:51:07 PM:896;1766332267896;;
212;251;0.1107516;0.2326075;0.1061928;0.05808366;422.0;0.2372849;False;12/21/2025 10:51:07 PM:935;1766332267935;;
212;213;0.1108515;0.1972448;0.1134668;0.05556655;420.5;0.2372649;False;12/21/2025 10:51:07 PM:969;1766332267969;;
205;302;0.1072582;0.2800057;0.06243677;0.513476;420.9;0.2401248;False;12/21/2025 10:51:08 PM:4;1766332268004;;
201;314;0.1048629;0.2913128;0.06484709;0.381532;421.2;0.2401068;False;12/21/2025 10:51:08 PM:39;1766332268039;;
204;265;0.1066735;0.2457671;0.1273784;0.07710519;422.3;0.2347884;False;12/21/2025 10:51:08 PM:74;1766332268074;;
201;298;0.1046918;0.2763172;0.06807003;0.4304001;422.1;0.239393;False;12/21/2025 10:51:08 PM:107;1766332268107;;
197;312;0.1030019;0.2891656;0.06680392;0.3949393;421.9;0.239384;False;12/21/2025 10:51:08 PM:139;1766332268139;;
197;255;0.1030005;0.2365867;0.1029624;0.05863801;421.1;0.2329875;False;12/21/2025 10:51:08 PM:173;1766332268173;;
197;216;0.1029989;0.2007953;0.1029475;0.05864143;420.4;0.2329816;False;12/21/2025 10:51:08 PM:207;1766332268207;;
197;224;0.1029318;0.208251;0.09745457;0.297524;420.0;0.2374077;False;12/21/2025 10:51:08 PM:240;1766332268240;;
197;232;0.1028804;0.2150277;0.09573221;0.3010428;419.7;0.2374061;False;12/21/2025 10:51:08 PM:276;1766332268276;;
197;201;0.1030742;0.1862975;0.1089498;0.05763879;419.3;0.2297014;False;12/21/2025 10:51:08 PM:309;1766332268309;;
198;198;0.1032169;0.183525;0.10839;0.1496368;418.4;0.2386778;False;12/21/2025 10:51:08 PM:344;1766332268344;;
198;191;0.1032967;0.1772425;0.1073606;0.116624;417.6;0.238654;False;12/21/2025 10:51:08 PM:378;1766332268378;;
199;188;0.1040664;0.1741807;0.1207607;0.1311049;416.9;0.2309962;False;12/21/2025 10:51:08 PM:413;1766332268413;;
200;187;0.1044668;0.173276;0.1178213;0.1480212;416.2;0.2309663;False;12/21/2025 10:51:08 PM:446;1766332268446;;
200;199;0.1044668;0.1842769;0.1044526;0.2735426;417.0;0.2434938;False;12/21/2025 10:51:08 PM:481;1766332268481;;
200;215;0.1043714;0.1999982;0.09844823;0.3087943;417.7;0.2434801;False;12/21/2025 10:51:08 PM:516;1766332268516;;
200;189;0.1044195;0.1754797;0.108872;0.05702974;417.9;0.2369759;False;12/21/2025 10:51:08 PM:555;1766332268555;;
200;189;0.1044754;0.1758524;0.1099292;0.1966531;418.4;0.2309722;False;12/21/2025 10:51:08 PM:589;1766332268589;;
200;190;0.1044526;0.1761314;0.1020608;0.1956146;418.9;0.2309062;False;12/21/2025 10:51:08 PM:627;1766332268627;;
197;226;0.1027571;0.2094032;0.07610007;0.3635784;418.3;0.2415928;False;12/21/2025 10:51:08 PM:662;1766332268662;;
197;226;0.1027505;0.2100293;0.09929688;0.2374176;417.8;0.2415413;False;12/21/2025 10:51:08 PM:696;1766332268696;;
199;217;0.1037189;0.2016715;0.1232116;0.1276481;416.5;0.2409696;False;12/21/2025 10:51:08 PM:730;1766332268730;;
200;211;0.1044705;0.1954914;0.1232116;0.127648;415.4;0.2409696;False;12/21/2025 10:51:08 PM:764;1766332268764;;
201;207;0.1048688;0.1919661;0.1196687;0.1382371;416.2;0.2383353;False;12/21/2025 10:51:08 PM:798;1766332268798;;
447;345;0.2332126;0.3201774;0.4222085;0.5823819;417.3;0.2310643;False;12/21/2025 10:51:08 PM:833;1766332268833;;
572;423;0.2984074;0.3923189;0.4221269;0.5823818;418.2;0.2310354;False;12/21/2025 10:51:08 PM:866;1766332268866;;
786;477;0.4097814;0.441819;0.5597097;0.5900093;419.3;0.237828;False;12/21/2025 10:51:08 PM:900;1766332268900;;
891;510;0.4644962;0.4722754;0.5596427;0.590018;420.2;0.2378033;False;12/21/2025 10:51:08 PM:931;1766332268931;;
1020;505;0.5316959;0.4683511;0.6301546;0.3663877;421.1;0.2470883;False;12/21/2025 10:51:08 PM:967;1766332268967;;
1088;502;0.5670117;0.4652286;0.6301811;0.3663681;422.0;0.2470937;False;12/21/2025 10:51:09 PM:3;1766332269003;;
1151;525;0.5999441;0.4868749;0.6640348;0.5806646;423.5;0.2440638;False;12/21/2025 10:51:09 PM:36;1766332269036;;
1187;545;0.6186191;0.5049897;0.6632832;0.5937804;424.4;0.2386695;False;12/21/2025 10:51:09 PM:69;1766332269069;;
1211;560;0.6311478;0.5191551;0.6633414;0.5937738;425.2;0.2386931;False;12/21/2025 10:51:09 PM:109;1766332269109;;
1222;560;0.6368319;0.5187194;0.6565426;0.491216;425.8;0.2401633;False;12/21/2025 10:51:09 PM:146;1766332269146;;
1232;559;0.6421563;0.5184953;0.6643659;0.5127097;426.3;0.2401274;False;12/21/2025 10:51:09 PM:181;1766332269181;;
1239;565;0.6457117;0.5237583;0.663034;0.5714188;425.4;0.232798;False;12/21/2025 10:51:09 PM:219;1766332269219;;
1242;568;0.6469132;0.5262803;0.6550027;0.559944;425.2;0.2349125;False;12/21/2025 10:51:09 PM:257;1766332269257;;
1247;566;0.6495225;0.5246772;0.6684187;0.482783;425.0;0.2348875;False;12/21/2025 10:51:09 PM:291;1766332269291;;
1255;573;0.6540071;0.5312063;0.6829582;0.5919247;425.4;0.2437373;False;12/21/2025 10:51:09 PM:329;1766332269329;;
1265;549;0.6591921;0.5084401;0.6937816;0.3832994;425.1;0.242722;False;12/21/2025 10:51:09 PM:367;1766332269367;;
1271;541;0.6619828;0.5009456;0.6888883;0.4207091;424.8;0.2426935;False;12/21/2025 10:51:09 PM:401;1766332269401;;
1276;540;0.6648461;0.5009183;0.6939456;0.485278;425.3;0.2485429;False;12/21/2025 10:51:09 PM:436;1766332269436;;
1280;540;0.6670223;0.5008944;0.6939051;0.485322;425.7;0.2485287;False;12/21/2025 10:51:09 PM:472;1766332269472;;
1280;555;0.6670317;0.5139806;0.6680939;0.6031735;424.6;0.2498097;False;12/21/2025 10:51:09 PM:507;1766332269507;;
1278;553;0.6658882;0.5126365;0.6429786;0.4768332;424.6;0.236546;False;12/21/2025 10:51:09 PM:544;1766332269544;;
1276;552;0.665032;0.5116233;0.6429595;0.4768482;424.6;0.236544;False;12/21/2025 10:51:09 PM:579;1766332269579;;
1276;562;0.6650102;0.5203899;0.6568837;0.5765404;424.6;0.2433013;False;12/21/2025 10:51:09 PM:643;1766332269643;;
1276;578;0.664972;0.5354444;0.655542;0.6401865;425.9;0.2480978;False;12/21/2025 10:51:09 PM:677;1766332269677;;
1277;584;0.6653289;0.5409265;0.6747599;0.6083194;427.1;0.2478909;False;12/21/2025 10:51:09 PM:711;1766332269711;;
1191;584;0.6204545;0.5415136;0.4941158;0.5695696;427.2;0.2422469;False;12/21/2025 10:51:09 PM:745;1766332269745;;
1075;586;0.5602921;0.5432022;0.422688;0.5874906;427.2;0.2395413;False;12/21/2025 10:51:09 PM:779;1766332269779;;
1006;587;0.5244262;0.5439779;0.4202946;0.580121;427.2;0.2395125;False;12/21/2025 10:51:09 PM:810;1766332269810;;
980;588;0.5107564;0.5453598;0.4534403;0.5899571;426.8;0.2424562;False;12/21/2025 10:51:09 PM:844;1766332269844;;
963;590;0.501589;0.5464329;0.4533025;0.5899547;426.5;0.2424518;False;12/21/2025 10:51:09 PM:876;1766332269876;;
906;546;0.4723375;0.5060331;0.3806312;0.3524971;426.8;0.2536396;False;12/21/2025 10:51:09 PM:911;1766332269911;;
868;515;0.4522309;0.4772919;0.3803962;0.3525487;427.1;0.2536495;False;12/21/2025 10:51:09 PM:947;1766332269947;;
835;523;0.4353293;0.4847636;0.3719638;0.5661385;426.6;0.2482466;False;12/21/2025 10:51:09 PM:987;1766332269987;;
805;524;0.4193945;0.4855137;0.3544139;0.526701;425.1;0.2488219;False;12/21/2025 10:51:10 PM:26;1766332270026;;
795;519;0.414298;0.4812053;0.375751;0.4357734;423.7;0.2487075;False;12/21/2025 10:51:10 PM:60;1766332270060;;
771;520;0.4017125;0.481618;0.3349959;0.5130744;423.7;0.2330818;False;12/21/2025 10:51:10 PM:92;1766332270092;;
760;520;0.3963541;0.4817113;0.35205;0.4864258;423.7;0.2330788;False;12/21/2025 10:51:10 PM:123;1766332270123;;
